ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0017111,ribonucleoside triphosphate phosphatase activity,74/761,142/1862,0.521126761,1.275082823,2.834753345,0.003203368,0.093698524,0.082613184,P49368/Q08211/Q9UN37/Q92841/P43686/P17980/P36542/Q9NR31/P10809/P12956/P08238/O95347/P06576/P60842/P14625/P38646/Q92878/Q9NTJ3/O43681/P11142/P13010/Q12931/Q05639/P55072/P11021/P50991/Q9Y3D8/Q13283/P25205/P05023/Q92900/Q14204/Q14566/Q15029/Q8NB49/Q8WVB6/Q9UHD8/P25705/Q2NL82/P33992/P35249/P13639/Q9UKV3/Q8IXI1/Q9UQE7/Q14692/O76031/Q13838/O00571/Q99832/P07437/Q7L2E3/Q15019/P17844/P48643/P78371/P50990/O75643/P40227/P36405/P62826/Q9H4B7/P62195/P07900/Q8N3C0/Q7L014/Q9Y230/Q9Y450/Q9Y295/Q9NR30/P68371/P36776/O60841/Q9Y265,74
MF,GO:0044183,protein folding chaperone,23/761,36/1862,0.638888889,1.563220908,2.836295577,0.004127614,0.098360843,0.08672391,P49368/P10809/P08238/P14625/P34932/P38646/P11142/Q12931/P11021/P50991/Q92945/Q92598/O76031/Q99832/P48643/P78371/P50990/P40227/P25685/P07900/Q9Y4L1/O60925/O95757,23
MF,GO:0140097,"catalytic activity, acting on DNA",27/761,44/1862,0.613636364,1.50143352,2.797786802,0.004414535,0.098360843,0.08672391,Q08211/P12956/Q92889/Q92878/P13010/Q13283/P25205/Q15054/Q92900/Q14566/P09884/Q8WVB6/P33992/P35249/P39748/Q8IV08/Q9BQP7/Q12830/O00571/Q7L2E3/Q15185/P12004/Q8N3C0/Q9Y230/P49959/Q9Y265/P11388,27
MF,GO:0032559,adenyl ribonucleotide binding,122/761,251/1862,0.486055777,1.189271822,2.679457722,0.00469702,0.098360843,0.08672391,P49368/Q08211/Q9UN37/O43252/P22102/Q92841/P43686/P17980/P10809/P12956/Q00839/P17858/P08238/O95347/P06576/P53396/P41250/P60842/P14625/P34932/P38646/Q14444/P49588/P14618/Q92878/Q9NTJ3/O43681/P11142/Q9Y6G9/P54886/P13010/P31153/Q12931/P55072/P11021/P50991/P54577/P26640/Q9Y3D8/P61086/Q13283/P25205/P05023/Q92900/Q14204/Q9H4A3/Q14566/O15067/Q8NB49/Q8WVB6/P07814/P25705/P35579/P11586/Q02224/P33992/Q9BZX2/P35249/P53041/P21796/P12532/P07741/P45880/Q92598/P30049/P36507/P23921/P00558/Q9UQE7/Q14692/O76031/P31689/Q13838/O00571/Q99832/Q96CM8/Q7L2E3/P41252/Q9Y285/P17844/P14868/P48643/P78371/Q96EY1/Q9NSE4/O95573/Q14166/P50990/Q9NSD9/Q15257/P06213/O75643/P40227/A0AVT1/Q9NQX3/Q8TB37/P47897/Q9P2J5/P51003/P46013/P12081/Q15418/P62195/P07900/P22314/Q16763/O43615/Q8N3C0/Q9UHD1/Q9Y4L1/Q7L014/Q04637/Q9Y230/Q02790/P22234/Q9NR30/O95757/P36776/Q15046/Q9Y265/P11388/Q9GZZ9,122
MF,GO:0005524,ATP binding,121/761,249/1862,0.485943775,1.188997778,2.663244533,0.004925328,0.098360843,0.08672391,P49368/Q08211/Q9UN37/O43252/P22102/Q92841/P43686/P17980/P10809/P12956/Q00839/P17858/P08238/O95347/P06576/P53396/P41250/P60842/P14625/P34932/P38646/Q14444/P49588/P14618/Q92878/Q9NTJ3/O43681/P11142/Q9Y6G9/P54886/P13010/P31153/Q12931/P55072/P11021/P50991/P54577/P26640/Q9Y3D8/P61086/Q13283/P25205/P05023/Q92900/Q14204/Q9H4A3/Q14566/O15067/Q8NB49/Q8WVB6/P07814/P25705/P35579/P11586/Q02224/P33992/Q9BZX2/P35249/P53041/P21796/P12532/P45880/Q92598/P30049/P36507/P23921/P00558/Q9UQE7/Q14692/O76031/P31689/Q13838/O00571/Q99832/Q96CM8/Q7L2E3/P41252/Q9Y285/P17844/P14868/P48643/P78371/Q96EY1/Q9NSE4/O95573/Q14166/P50990/Q9NSD9/Q15257/P06213/O75643/P40227/A0AVT1/Q9NQX3/Q8TB37/P47897/Q9P2J5/P51003/P46013/P12081/Q15418/P62195/P07900/P22314/Q16763/O43615/Q8N3C0/Q9UHD1/Q9Y4L1/Q7L014/Q04637/Q9Y230/Q02790/P22234/Q9NR30/O95757/P36776/Q15046/Q9Y265/P11388/Q9GZZ9,121
MF,GO:0003725,double-stranded RNA binding,17/761,25/1862,0.68,1.663810775,2.777356182,0.005349409,0.098360843,0.08672391,Q08211/P08670/P10809/Q00839/P08238/P60842/Q00610/P08195/Q86UE4/Q7L2E3/Q32MZ4/Q8ND56/Q96KR1/Q12906/Q9NR30/P68371/P02786,17
MF,GO:0016462,pyrophosphatase activity,77/761,151/1862,0.509933775,1.247696043,2.639091167,0.005604606,0.098360843,0.08672391,P49368/Q08211/Q9UN37/Q9H773/Q92841/P43686/P17980/P36542/Q9NR31/P10809/P12956/P08238/O95347/P06576/P41250/P60842/P14625/P38646/Q92878/Q9NTJ3/O43681/P11142/P13010/Q12931/Q05639/P55072/P11021/P50991/Q9Y3D8/Q13283/P25205/P05023/Q92900/Q14204/Q14566/Q15029/Q8NB49/Q8WVB6/Q9UHD8/P25705/Q2NL82/P33992/P35249/P13639/Q9UKV3/Q8IXI1/Q9UQE7/Q14692/O76031/Q13838/O00571/Q99832/P07437/Q7L2E3/Q15019/P17844/P48643/P78371/P50990/O75643/P40227/P36405/P62826/Q9H4B7/Q15181/P62195/P07900/Q8N3C0/Q7L014/Q9Y230/Q9Y450/Q9Y295/Q9NR30/P68371/P36776/O60841/Q9Y265,77
MF,GO:0016817,"hydrolase activity, acting on acid anhydrides",77/761,151/1862,0.509933775,1.247696043,2.639091167,0.005604606,0.098360843,0.08672391,P49368/Q08211/Q9UN37/Q9H773/Q92841/P43686/P17980/P36542/Q9NR31/P10809/P12956/P08238/O95347/P06576/P41250/P60842/P14625/P38646/Q92878/Q9NTJ3/O43681/P11142/P13010/Q12931/Q05639/P55072/P11021/P50991/Q9Y3D8/Q13283/P25205/P05023/Q92900/Q14204/Q14566/Q15029/Q8NB49/Q8WVB6/Q9UHD8/P25705/Q2NL82/P33992/P35249/P13639/Q9UKV3/Q8IXI1/Q9UQE7/Q14692/O76031/Q13838/O00571/Q99832/P07437/Q7L2E3/Q15019/P17844/P48643/P78371/P50990/O75643/P40227/P36405/P62826/Q9H4B7/Q15181/P62195/P07900/Q8N3C0/Q7L014/Q9Y230/Q9Y450/Q9Y295/Q9NR30/P68371/P36776/O60841/Q9Y265,77
MF,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",77/761,151/1862,0.509933775,1.247696043,2.639091167,0.005604606,0.098360843,0.08672391,P49368/Q08211/Q9UN37/Q9H773/Q92841/P43686/P17980/P36542/Q9NR31/P10809/P12956/P08238/O95347/P06576/P41250/P60842/P14625/P38646/Q92878/Q9NTJ3/O43681/P11142/P13010/Q12931/Q05639/P55072/P11021/P50991/Q9Y3D8/Q13283/P25205/P05023/Q92900/Q14204/Q14566/Q15029/Q8NB49/Q8WVB6/Q9UHD8/P25705/Q2NL82/P33992/P35249/P13639/Q9UKV3/Q8IXI1/Q9UQE7/Q14692/O76031/Q13838/O00571/Q99832/P07437/Q7L2E3/Q15019/P17844/P48643/P78371/P50990/O75643/P40227/P36405/P62826/Q9H4B7/Q15181/P62195/P07900/Q8N3C0/Q7L014/Q9Y230/Q9Y450/Q9Y295/Q9NR30/P68371/P36776/O60841/Q9Y265,77
MF,GO:0016829,lyase activity,19/761,29/1862,0.655172414,1.60306312,2.72052294,0.00605863,0.100190616,0.088337205,P12956/P49327/P35520/P06733/P60174/P13010/P34897/Q99497/P07954/P51659/P30084/Q6YP21/Q99798/P00918/P40939/P22234/P55084/P09972/Q04760,19
MF,GO:0016874,ligase activity,33/761,57/1862,0.578947368,1.416557162,2.654882383,0.006279754,0.100190616,0.088337205,P22102/P36542/P06576/P41250/P49588/Q9UBE0/Q8N1G4/P54577/P26640/Q13564/O15067/P07814/P25705/P11586/O75964/P30049/Q96CM8/P41252/Q9Y285/P14868/Q9NSE4/O95573/Q9NSD9/A0AVT1/P47897/Q9P2J5/P24539/P12081/Q9Y3I0/P22314/P22234/Q15046/Q9GZZ9,33
BP,GO:0055086,nucleobase-containing small molecule metabolic process,76/748,139/1817,0.54676259,1.328165275,3.366851136,5.74E-04,0.127035854,0.121717685,O43252/P22102/Q9H773/P36542/P49327/P17858/P06576/P53396/P06733/P41250/P09874/Q96PE7/P04406/P60174/P14618/P56537/P11142/P36871/P29401/P55072/Q9Y3D8/P31939/Q99497/P37837/P00338/O15067/P31040/Q5T6V5/P25705/P11586/Q9Y6M9/Q9BZX2/P28331/P40925/Q3SY69/O75964/P51659/P07741/P00492/P24752/P11413/P30049/P23921/P00558/P10515/O76031/P11177/Q96CM8/O75367/Q06203/O95573/Q9Y303/Q01813/Q9Y6M7/P06213/P40926/Q96G03/Q16222/P62826/P09622/P24539/Q01432/P09936/Q02252/O95139/O95394/Q06210/P07195/P22234/Q01581/Q9UDY2/Q8NCW5/P09972/Q15046/O15294/Q9NYU2,76
BP,GO:1900182,positive regulation of protein localization to nucleus,21/748,29/1817,0.724137931,1.759035589,3.44585699,5.97E-04,0.127035854,0.121717685,P49368/O00410/Q9Y5K6/P21333/P09874/P12270/P50991/Q99497/P42771/Q13263/O95373/O95071/Q99832/Q96BK5/P48643/P78371/P50990/P40227/P62826/P07900/P02786,21
BP,GO:0006790,sulfur compound metabolic process,29/748,44/1817,0.659090909,1.601026981,3.375093491,7.00E-04,0.131906465,0.126384395,O43252/P49327/P35520/P53396/Q96PE7/O43175/Q9UHY7/P31153/Q9NS18/P14550/P04179/P11586/P51659/P24752/P11413/P10515/P00441/P11177/Q96CM8/P23526/O95573/P25325/P09622/P09211/P52788/Q01581/Q13867/Q9UBK8/Q04760,29
BP,GO:2000278,regulation of DNA biosynthetic process,18/748,24/1817,0.75,1.821858289,3.389473822,7.57E-04,0.131906465,0.126384395,P49368/Q00839/Q14103/P50991/Q9HAF1/Q8WVB6/P35249/Q99832/Q96BK5/P48643/P78371/O94782/P50990/Q15185/P40227/P20248/P07900/P12004,18
BP,GO:0006753,nucleoside phosphate metabolic process,73/748,134/1817,0.544776119,1.323339852,3.252291351,8.55E-04,0.135520236,0.129846881,O43252/P22102/Q9H773/P36542/P49327/P17858/P06576/P53396/P06733/P41250/P09874/Q96PE7/P04406/P60174/P14618/P56537/P11142/P36871/P29401/P55072/Q9Y3D8/P31939/Q99497/P37837/P00338/O15067/P31040/P25705/P11586/Q9Y6M9/Q9BZX2/P28331/P40925/Q3SY69/O75964/P51659/P07741/P00492/P24752/P11413/P30049/P23921/P00558/P10515/O76031/P11177/Q96CM8/O75367/Q06203/O95573/Q9Y303/Q01813/Q9Y6M7/P06213/P40926/Q16222/P62826/P09622/P24539/Q01432/P09936/O95139/O95394/Q06210/P07195/P22234/Q01581/Q9UDY2/Q8NCW5/P09972/Q15046/O15294/Q9NYU2,73
BP,GO:0006090,pyruvate metabolic process,19/748,26/1817,0.730769231,1.775143974,3.329209494,9.20E-04,0.135520236,0.129846881,P17858/P06733/P04406/P60174/P14618/P56537/P36871/P00338/P21796/P00558/P10515/P11177/Q01813/P06213/P09622/P09936/P07195/P09972/O15294,19
MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",17/761,26/1862,0.653846154,1.599818053,2.560010366,0.009656166,0.141221425,0.124513717,P49327/O43175/P50213/P14550/Q16836/P00338/P40925/P51659/P16152/P11413/Q00796/Q9HBH5/P40926/Q99714/P40939/P07195/P55084,17
MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",17/761,26/1862,0.653846154,1.599818053,2.560010366,0.009656166,0.141221425,0.124513717,P49327/O43175/P50213/P14550/Q16836/P00338/P40925/P51659/P16152/P11413/Q00796/Q9HBH5/P40926/Q99714/P40939/P07195/P55084,17
CC,GO:1904813,ficolin-1-rich granule lumen,34/757,58/1854,0.586206897,1.435703548,2.799846765,0.004145845,0.143286846,0.136423313,Q86VP6/P17980/P12956/P17858/P08238/P53396/P06396/P14618/P11142/P36871/P09960/P04040/Q13200/P55072/P14174/P18206/P35573/Q13162/P20618/P13639/Q9P0J7/Q9UJU6/Q15008/O00571/O43242/P62937/P50990/Q14974/Q9UNM6/Q96G03/Q01432/P07900/P09211/P09972,34
CC,GO:0022626,cytosolic ribosome,30/757,50/1854,0.6,1.469484808,2.79492794,0.00433486,0.143286846,0.136423313,Q9BRX2/P62269/P63220/P18621/P36578/Q9BY44/P61247/Q14694/P05387/P27635/P46777/P30050/P53582/P62917/Q92616/O00571/P63244/P49207/P62913/P62851/P18077/Q8N3C0/Q07020/Q9Y450/P39019/P39023/P32969/P62241/P62701/P62081,30
CC,GO:0005840,ribosome,43/757,77/1854,0.558441558,1.367702311,2.737034953,0.004711855,0.143286846,0.136423313,Q9BRX2/P62269/P63220/Q96DV4/Q9HD33/P18621/P36578/Q9BY44/Q9NP92/P61247/Q14694/P05387/Q5T653/P27635/P46777/P60900/P30050/P13639/P53582/Q9BZE1/P62917/Q92616/O00571/P63244/P49207/Q92552/P62913/P62851/P82673/P18077/Q8N3C0/P51114/Q92665/Q07020/Q04637/Q9Y450/P39019/P39023/P32969/P62241/P62701/P98179/P62081,43
CC,GO:0101031,protein folding chaperone complex,16/757,23/1854,0.695652174,1.703750503,2.82046555,0.004829894,0.143286846,0.136423313,P49368/P08238/P11142/P31948/P50991/P53041/Q9HCN8/Q99832/P48643/P78371/P50990/Q15185/P40227/Q9Y230/Q9Y265/O15212,16
MF,GO:0002020,protease binding,11/761,15/1862,0.733333333,1.794305738,2.567271131,0.010997439,0.154404047,0.136136722,P46379/Q13158/P55072/P14174/Q16186/Q99497/Q00610/P25705/P30626/P35237/P07602,11
MF,GO:0098772,molecular function regulator activity,105/761,218/1862,0.481651376,1.17849522,2.331179879,0.01230523,0.163060795,0.143769302,Q99615/O00410/P98170/P55010/Q9H6Z4/P50454/P21333/Q9NR31/P46379/P08238/Q9NR09/P13489/Q9BRX2/P09874/P34932/Q14444/P04406/P07737/Q92878/P11142/Q15904/Q9UBE0/P13010/Q13200/O14745/P54727/P55072/P14174/P46060/P39656/Q07960/Q14694/O95399/Q16186/Q96KC8/Q99497/P42771/Q01970/Q9H4A3/Q13098/P46777/P52735/Q06323/O95373/P61289/P26368/Q6NXT1/P30154/Q9UJU6/P49792/Q92530/P30626/Q92598/P36507/Q9P287/Q8N6T3/O76031/P31689/Q92616/Q96B36/O00571/Q8TF05/P63244/O43242/P52565/O75367/Q96BK5/Q8IXB1/P60983/Q96EY1/P05412/P35237/P62913/Q9Y2L1/Q15257/P62258/P06213/P29692/P20248/P62826/Q5H9R7/P63208/P47897/Q9NX58/Q9P2J5/P25685/Q15418/Q96DB9/P07900/P12004/P46940/P06748/P07602/P53621/P09211/Q9Y4L1/Q9H3N1/Q14C86/Q99460/Q9NR30/Q9UL46/P14635/O95757/P30153/P62081,105
MF,GO:0017076,purine nucleotide binding,151/761,324/1862,0.466049383,1.140320566,2.309869903,0.012543138,0.163060795,0.143769302,P49368/Q08211/Q9UN37/O43252/P22102/Q92841/P55010/P43686/P17980/Q9NR31/P10809/P12956/Q00839/P17858/P08238/O95347/P06576/P53396/P41250/P09874/P60842/P14625/P34932/O43175/P38646/Q14444/P49588/P04406/P14618/Q92878/Q9NTJ3/O43681/P11142/Q9Y6G9/P54886/P13010/P31153/P04040/P50213/Q12931/Q05639/P55072/P11021/P50991/P54577/P26640/Q9Y3D8/P61086/Q13283/P25205/P05023/Q92900/Q16836/Q14204/Q9H4A3/Q14566/Q15029/O15067/Q8NB49/Q8WVB6/P07814/Q9UHD8/P25705/P35579/P11586/Q02224/Q2NL82/P33992/Q9BZX2/P35249/P13639/P53041/P21796/P12532/P07741/P11413/P45880/Q8IXI1/Q92598/P30049/Q00796/P36507/P23921/P00558/Q9UQE7/Q14692/O76031/P31689/Q13838/O00571/Q99832/Q96CM8/P07437/Q7L2E3/P41252/Q15019/Q9Y285/P17844/P14868/P48643/P78371/Q96EY1/Q9NSE4/O95573/Q14166/P50990/Q9NSD9/Q15257/P06213/O75643/P40227/P36405/A0AVT1/Q9NQX3/Q8TB37/P62826/P47897/Q9P2J5/P51003/Q9H4B7/P46013/P12081/Q15418/P62195/Q9Y3I0/P07900/P22314/Q16763/O43615/Q8N3C0/P40939/Q9UHD1/Q9Y4L1/Q7L014/Q04637/Q9Y230/Q02790/P07195/Q9Y450/P22234/Q9Y295/Q9NR30/P68371/Q9UBK8/O95757/P36776/O60841/Q15046/Q9Y265/P11388/Q9GZZ9,151
MF,GO:1901363,heterocyclic compound binding,174/761,378/1862,0.46031746,1.12629581,2.286071167,0.013173342,0.164337904,0.144895318,P49368/Q08211/Q9UN37/O43252/P22102/Q9H773/Q92841/P55010/P43686/P17980/Q9NR31/P10809/P12956/Q00839/P17858/P08238/O95347/P35520/P02768/P06576/P53396/P41250/P09874/P60842/P14625/P34932/O43175/P38646/Q14444/P49588/P04406/P14618/Q92878/Q9NTJ3/O43681/P11142/Q9Y6G9/P54886/Q9Y617/P13010/P34897/P31153/P29401/P04040/P50213/Q12931/Q05639/P55072/P11021/P50991/P54577/P26640/Q9Y3D8/P61086/Q13283/P25205/P05023/Q92900/Q16836/Q14204/Q9H4A3/Q14566/Q15029/O15067/Q9Y697/Q8NB49/P31040/P09884/Q8WVB6/P07814/O00116/Q9UHD8/P25705/P35579/P11586/Q02224/P60900/Q2NL82/P33992/Q9BZX2/P35249/P13639/P53041/P21796/P12532/Q8TD30/P07741/P00492/Q9Y277/P24752/P11413/P45880/Q8IXI1/Q92598/P30049/Q00796/P36507/P23921/P00558/Q9UQE7/O15460/Q14692/O76031/P31689/Q13838/Q6YP21/O00571/Q99832/Q96CM8/P07437/Q7L2E3/P41252/Q15019/O75367/Q9Y285/P17844/P14868/P48643/P78371/Q96EY1/Q9NSE4/O95573/Q14166/P50990/Q9NSD9/Q99873/Q15257/P06213/O75643/P40227/P36405/A0AVT1/Q9NQX3/Q8TB37/P62826/P47897/Q9P2J5/P09622/P51003/Q9H4B7/P46013/P12081/Q15418/P62195/Q9Y3I0/P07900/P22314/Q16763/O43615/Q8N3C0/P40939/Q9UHD1/Q9Y4L1/Q7L014/Q04637/Q9Y230/Q02790/P07195/Q9Y450/P22234/Q9Y295/Q8NCW5/Q9NR30/P68371/Q9UBK8/O95757/P00505/P36776/O60841/Q15046/Q9Y265/O43707/P11388/Q9GZZ9,174
MF,GO:0004601,peroxidase activity,8/761,10/1862,0.8,1.957424442,2.523224393,0.014045975,0.164337904,0.144895318,P30041/Q06830/P04040/Q99497/Q13162/P32119/Q9BRA2/P09211,8
MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",8/761,10/1862,0.8,1.957424442,2.523224393,0.014045975,0.164337904,0.144895318,P30041/Q06830/P04040/Q99497/Q13162/P32119/Q9BRA2/P09211,8
MF,GO:0061134,peptidase regulator activity,14/761,21/1862,0.666666667,1.631187035,2.417757159,0.014733221,0.166818084,0.147082071,P98170/P50454/Q9NR09/P04406/P55072/Q16186/Q99497/Q06323/P61289/Q92530/O76031/P63244/P35237/Q9UL46,14
BP,GO:0010833,telomere maintenance via telomere lengthening,21/748,30/1817,0.7,1.70040107,3.234930988,0.001227035,0.167928442,0.160898364,P49368/Q00839/P08238/Q6NT76/P09874/Q92889/Q92878/P22626/P13010/Q14103/P50991/Q9C0C2/Q99832/Q96BK5/P48643/P78371/P50990/Q15185/P40227/P07900/P49959,21
CC,GO:0044391,ribosomal subunit,33/757,57/1854,0.578947368,1.417923938,2.661601131,0.006166936,0.16887918,0.160789757,P62269/P63220/Q96DV4/Q9HD33/P18621/P36578/Q9BY44/Q9NP92/P61247/P05387/Q5T653/P27635/P46777/P30050/Q9BZE1/P62917/O00571/P63244/P49207/Q92552/P62913/P62851/P82673/P18077/Q92665/Q07020/P39019/P39023/P32969/P62241/P62701/P98179/P62081,33
BP,GO:0051276,chromosome organization,88/748,168/1817,0.523809524,1.272408964,3.099456713,0.001365594,0.174431854,0.167129521,P49368/Q08211/Q9UN37/Q03188/P21333/P46379/P12956/Q8TEA8/Q00839/P62805/P08238/O95347/Q6NT76/Q9BRX2/P49750/P09874/O95229/Q92889/Q92878/Q9NTJ3/O43684/P12270/Q9Y6G9/Q15691/P22626/P13010/Q92522/O75694/Q8WVK7/Q14103/P50991/Q13283/P25205/Q92900/Q14566/Q13263/Q8N3U4/Q8WVB6/Q02224/P49321/P33992/P35249/Q9BQ15/Q9UKV3/Q9C0C2/Q9BXS6/P39748/Q9UQE7/Q9P287/O00571/Q99832/Q7L2E3/O75367/Q96BK5/P48643/P78371/Q15021/P50990/Q14974/Q15185/O75844/P40227/P62826/Q96SN8/Q9NRG9/O75164/P07900/Q8ND56/P12004/Q9Y266/P36873/Q9Y6A5/Q8N3C0/Q96JM3/Q9Y230/Q9Y6D9/Q9Y295/P14635/Q13123/O75531/Q15003/P49959/P22492/Q9Y265/P30153/P78317/Q92794/P11388,88
CC,GO:0030141,secretory granule,69/757,135/1854,0.511111111,1.251783355,2.523122279,0.007840581,0.177381927,0.168885217,Q13813/Q86VP6/P17980/P10809/O00264/P12956/P17858/P08238/P02768/P53396/P30041/P41250/P06396/P14618/P11142/Q9Y6G9/P36871/P13010/P09960/P04040/Q13200/P55072/P14174/P18206/P39656/P35573/Q07065/Q14204/Q01469/P50995/Q13162/P20618/P35579/Q99536/P13639/Q9P0J7/Q9UJU6/P07741/P30626/P45880/Q15008/Q9BS26/O00571/P07437/O43242/P78371/P31949/P35237/P62937/P50990/Q14974/Q9UNM6/Q96G03/P35221/P09622/Q01432/P07900/P46940/Q9UQ80/P07602/Q92542/P09211/Q7Z4R8/Q99460/O60610/P09972/P68371/O43707/Q9UNF1,69
CC,GO:0101002,ficolin-1-rich granule,37/757,66/1854,0.560606061,1.373003483,2.562615407,0.007873643,0.177381927,0.168885217,Q86VP6/P17980/P12956/P17858/P08238/P53396/P06396/P14618/P11142/Q9Y6G9/P36871/P09960/P04040/Q13200/P55072/P14174/P18206/P35573/Q13162/P20618/P13639/Q9P0J7/Q9UJU6/Q15008/O00571/O43242/P35237/P62937/P50990/Q14974/Q9UNM6/Q96G03/Q01432/P07900/P09211/O60610/P09972,37
CC,GO:0009295,nucleoid,15/757,22/1854,0.681818182,1.669869101,2.624949101,0.008470485,0.177381927,0.168885217,Q00059/P06576/P38646/P34897/P04179/P21796/Q96AG4/P45880/O76031/Q7L2E3/Q96EY1/Q99714/P40939/P55084/P36776,15
CC,GO:0042645,mitochondrial nucleoid,15/757,22/1854,0.681818182,1.669869101,2.624949101,0.008470485,0.177381927,0.168885217,Q00059/P06576/P38646/P34897/P04179/P21796/Q96AG4/P45880/O76031/Q7L2E3/Q96EY1/Q99714/P40939/P55084/P36776,15
BP,GO:0019362,pyridine nucleotide metabolic process,24/748,36/1817,0.666666667,1.61942959,3.139287615,0.001611602,0.180261531,0.172715146,P17858/P06733/P04406/P60174/P14618/P56537/P36871/P29401/P55072/P37837/P00338/P40925/Q3SY69/P11413/P00558/O75367/Q01813/P06213/P40926/P09936/P07195/Q8NCW5/P09972/O15294,24
BP,GO:0046496,nicotinamide nucleotide metabolic process,24/748,36/1817,0.666666667,1.61942959,3.139287615,0.001611602,0.180261531,0.172715146,P17858/P06733/P04406/P60174/P14618/P56537/P36871/P29401/P55072/P37837/P00338/P40925/Q3SY69/P11413/P00558/O75367/Q01813/P06213/P40926/P09936/P07195/Q8NCW5/P09972/O15294,24
BP,GO:0072524,pyridine-containing compound metabolic process,25/748,38/1817,0.657894737,1.598121306,3.116111331,0.00171533,0.180261531,0.172715146,P17858/P06733/P04406/P60174/P14618/P56537/P36871/Q9Y617/P29401/P55072/P37837/P00338/P40925/Q3SY69/P11413/P00558/O75367/Q01813/P06213/P40926/P09936/P07195/Q8NCW5/P09972/O15294,25
BP,GO:0032508,DNA duplex unwinding,19/748,27/1817,0.703703704,1.709397901,3.105740274,0.001919311,0.180261531,0.172715146,Q08211/P12956/Q8TEA8/Q92878/P13010/Q13283/P25205/Q92900/Q14566/Q8WVB6/P33992/P35249/O00571/Q7L2E3/Q8N3C0/Q9Y230/P49959/Q9Y265/P11388,19
BP,GO:0016051,carbohydrate biosynthetic process,20/748,29/1817,0.689655172,1.67527199,3.065588411,0.002144795,0.180261531,0.172715146,P06733/P09874/P60174/P36871/P14550/P35573/Q00610/P49792/Q15043/P11413/Q00796/P00558/P06213/Q15185/P40926/Q96G03/P18847/P09972/O15294/Q16531,20
BP,GO:0032392,DNA geometric change,20/748,29/1817,0.689655172,1.67527199,3.065588411,0.002144795,0.180261531,0.172715146,Q08211/P12956/Q8TEA8/Q92878/P22626/P13010/Q13283/P25205/Q92900/Q14566/Q8WVB6/P33992/P35249/O00571/Q7L2E3/Q8N3C0/Q9Y230/P49959/Q9Y265/P11388,20
BP,GO:0071103,DNA conformation change,20/748,29/1817,0.689655172,1.67527199,3.065588411,0.002144795,0.180261531,0.172715146,Q08211/P12956/Q8TEA8/Q92878/P22626/P13010/Q13283/P25205/Q92900/Q14566/Q8WVB6/P33992/P35249/O00571/Q7L2E3/Q8N3C0/Q9Y230/P49959/Q9Y265/P11388,20
BP,GO:0072330,monocarboxylic acid biosynthetic process,15/748,20/1817,0.75,1.821858289,3.090706512,0.002163891,0.180261531,0.172715146,Q8IVS2/Q96PU8/P49327/P53396/P22059/P56537/P14174/Q99497/Q01469/P16152/Q96SU4/Q15185/Q9BZF3/Q99714/P09211,15
BP,GO:0072521,purine-containing compound metabolic process,61/748,112/1817,0.544642857,1.323016138,2.951147449,0.002326093,0.185699736,0.17792569,O43252/P22102/P36542/P49327/P17858/P06576/P53396/P06733/P09874/Q96PE7/P04406/P60174/P14618/P56537/P11142/P36871/P29401/P55072/P31939/P37837/P00338/O15067/P31040/P25705/P11586/Q9Y6M9/P28331/P40925/Q3SY69/O75964/P51659/P07741/P00492/P24752/P11413/P30049/P00558/P10515/O76031/P11177/Q96CM8/O75367/Q06203/O95573/Q01813/Q9Y6M7/P06213/P40926/Q96G03/P62826/P09622/P24539/Q01432/P09936/O95139/P07195/P22234/Q01581/Q9UDY2/P09972/O15294,61
MF,GO:0008238,exopeptidase activity,9/761,12/1862,0.75,1.835085414,2.412167781,0.017570871,0.192730494,0.16992882,P09960/Q12765/P55786/P53582/Q9NQH7/P28838/O75844/Q13867/Q9NQW7,9
