ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
CC,GO:0097708,intracellular vesicle,162/762,333/1854,0.486486486,1.183656097,3.09005875,0.001285755,0.050858742,0.043760774,P10321/P55072/Q13813/Q16563/P07900/P20618/P10809/O75369/O00571/P19338/P13667/P07339/Q9Y6Y8/Q7Z401/P11142/P05023/P62826/P27797/P49459/Q9Y371/Q9Y5Z4/P09211/Q14677/Q15717/O43707/P63167/P35221/P13010/P63104/P50990/P10253/Q9Y6I3/P33176/Q13546/Q14C86/O14641/Q9UNM6/P14625/P22314/Q9H3Q1/P13639/Q06830/P08670/Q658Y4/Q86Y82/P11717/P55209/Q9H4M9/Q8NBS9/Q6Y7W6/P14618/P27824/P04040/Q96QK1/P35232/P17987/P08648/Q9BTT0/P78371/O75695/P46940/Q9Y6G9/P63010/P51665/Q9UQ80/O75674/Q9NR09/P35579/Q8WVM8/Q14974/Q9Y678/Q7KZF4/Q7Z6Z7/P11021/Q8N668/P15924/P30626/Q9BRG1/O95486/P30101/P17980/Q13445/Q6IAA8/Q92905/P08133/Q4V328/P30533/Q8TD16/Q15907/Q4VCS5/Q9Y5X1/P07237/Q9Y696/P63261/Q10567/Q5VIR6/O43747/P30519/Q8WUM4/O15027/Q07866/P49327/O60664/O95219/Q15904/Q96SU4/Q9P0L0/P62937/Q14697/Q9BRK5/Q7Z3T8/P46976/P62258/Q13492/Q9Y4L1/P12268/P60953/Q92597/P51149/Q9Y3B3/O14908/Q9BWQ6/O75844/P12956/P48444/P02786/P50570/Q00610/P09497/Q12905/O60271/Q9H0V9/Q6P3W7/P06737/P06280/P62195/P08195/P04440/Q14247/P36871/Q8TBA6/Q15084/P68402/Q13200/Q9UJU6/Q14694/Q9Y5X3/Q12846/P09972/P09960/Q6ZMI0/Q8NF37/P07437/Q14204/O14773/Q9BVT8/Q6ZWJ1/Q99460/P61019/P53396/Q9NR31/Q13177,162
MF,GO:0005102,signaling receptor binding,64/762,118/1862,0.542372881,1.32532586,3.038370139,0.001762236,0.051545398,0.048693358,P10321/P55072/P07900/P25098/Q07021/O75312/P21333/P09936/P63244/P11142/P27797/O43707/O43768/Q13546/Q9Y490/O14641/P55957/P14625/Q14152/O43776/Q13573/Q7Z434/Q04917/Q96QK1/P35232/P08648/Q99996/P25705/P35579/P12004/P22307/P30626/Q12931/Q13445/Q4V328/P30533/O14654/Q9Y3F4/P07237/Q9UJZ1/Q8WUM4/Q00013/P06576/O95219/P46379/Q96AC1/P62937/Q13492/P60953/O14908/P60983/P46109/Q00610/Q6P3W7/Q14790/P06280/P62195/O60716/Q12904/Q9BT09/Q9Y5X3/Q99584/P54577/P07437,64
BP,GO:0016071,mRNA metabolic process,125/742,247/1817,0.506072874,1.239264707,3.35995094,5.39E-04,0.055800586,0.049949725,Q14103/Q9UPQ9/Q9NZI8/Q07021/O75312/P21333/Q13148/Q99459/P19338/P11142/P62318/P62495/Q9GZS3/P23246/P17844/Q8N163/P11940/P60228/P67809/Q15717/Q14011/Q8IWZ8/O94906/P26599/P22626/P05455/Q8TCS8/P35637/Q9BQA1/Q8NC51/Q15393/Q9Y2V2/Q15029/P84103/Q13573/Q15637/P16989/P08670/Q53F19/Q5VT52/Q6UX04/Q6Y7W6/Q9H307/Q92879/O75400/P55081/Q9NPI6/P61978/P06748/Q92945/Q1KMD3/P41567/P31943/Q7KZF4/Q15427/P52948/P51003/Q96FV9/O75940/P42285/O43809/P26368/Q9Y3F4/Q9H0D6/Q9UKD2/Q9NQT4/Q9P2I0/P16383/P52272/Q9H0G5/Q86U42/P13489/O43390/Q13123/Q9BWF3/Q15459/P98179/Q9NWZ8/Q5RKV6/Q96DF8/Q14671/Q9ULR0/Q12874/Q9Y5A9/Q15366/O95319/Q07955/Q96PU8/Q14320/Q96F86/Q12849/Q15233/O15234/O43290/Q13310/Q6P2E9/Q9Y6X8/P09661/Q9NW64/Q00839/Q9H2U1/Q9Y6Y0/Q6PJT7/Q12906/O75534/A5YKK6/O75643/Q13242/O14744/Q86V81/O60828/Q9NR56/O95400/P62314/Q9Y3C6/Q8WWM7/Q9Y4Y9/Q92499/Q9BXP5/Q06787/O60506/Q14151/P38919/P18583/P51991,125
BP,GO:0046824,positive regulation of nucleocytoplasmic transport,14/742,17/1817,0.823529412,2.016648169,3.49795754,5.51E-04,0.055800586,0.049949725,P12270/P07900/O75312/P21333/Q13148/P62826/Q7Z434/O95071/Q13263/O00410/P62258/P50402/O95817/Q9NW64,14
BP,GO:0006417,regulation of translation,66/742,119/1817,0.554621849,1.358150807,3.356805785,6.15E-04,0.059190098,0.052983836,Q14103/P12270/Q9UPQ9/Q9NZI8/Q07021/Q13144/Q04637/O00571/P19338/P63244/P04818/P62495/P27797/P11940/P60228/P67809/Q15717/Q71RC2/O75368/Q14011/P05455/Q8NC51/O60739/Q14240/O60841/P16989/P58546/P13639/Q6Y7W6/P14618/P78527/Q92879/Q9UQ80/P06748/P41567/P04406/P82979/Q12931/Q96KC8/Q13428/P23588/Q9BWF3/P98179/Q14671/Q8N543/Q8NEJ9/Q9Y5A9/Q96PU8/O15234/Q92616/Q00839/Q9H2U1/P07814/Q12906/O75534/A5YKK6/P46777/P51812/Q92499/O15371/O43432/Q06787/P42704/O60506/P38919/Q6IA86,66
CC,GO:0016234,inclusion body,14/762,18/1854,0.777777778,1.892388451,3.177296407,0.0016738,0.059429103,0.051135035,P12270/O60934/O14641/P43686/P13639/P07197/P52948/Q9H0D6/P46060/Q86U42/P49792/Q13492/O95817/P49790,14
CC,GO:0005788,endoplasmic reticulum lumen,27/762,42/1854,0.642857143,1.564116985,3.08829374,0.001836293,0.059429103,0.051135035,P13667/P27797/Q96AY3/Q5JRA6/P14625/Q8NBS9/P27824/P19022/P11021/Q9HCN8/P30101/P30533/P07237/P13674/Q14697/Q9Y4L1/Q86UP2/Q9BTV4/P11047/P14314/Q15293/Q96HE7/Q14257/Q15084/Q9BT09/Q13438/Q9NYU2,27
CC,GO:0071013,catalytic step 2 spliceosome,32/762,52/1854,0.615384615,1.497274379,3.037555617,0.002057305,0.06103337,0.052515407,Q99459/P62318/P17844/P11940/O94906/P22626/Q15393/Q15029/Q13573/Q6UX04/Q9H307/P61978/P31943/P42285/P52272/O43390/Q15459/Q96DF8/Q9ULR0/Q12874/Q07955/O43290/P09661/Q9NW64/Q00839/O75643/Q86V81/P62314/Q9Y3C6/O60506/P38919/P51991,32
BP,GO:0061061,muscle structure development,43/742,72/1817,0.597222222,1.462470051,3.325889291,7.54E-04,0.064653424,0.057874316,Q7Z4V5/O75369/P09936/P11142/P27797/P17844/P67809/O43707/P68133/P26599/Q9BYT8/P16989/P26358/P58546/P02545/Q9H4M9/O00151/P19022/P60660/P35579/P15924/P30626/P63261/Q9BWF3/P61201/Q96PU8/O96019/O75844/P50402/P11047/Q00839/O60271/P25490/Q15149/Q96HE7/Q8TAQ2/Q08209/Q9NR56/O75083/P49711/P11413/Q92922/Q13045,43
BP,GO:0010629,negative regulation of gene expression,98/742,189/1817,0.518518519,1.26974144,3.253921079,8.08E-04,0.064653424,0.057874316,Q14103/P12270/Q9UPQ9/Q9NZI8/Q07021/Q04637/Q13148/O00571/P19338/P63244/P20700/P04818/P62826/P62495/P27797/Q9GZS3/P17844/P09211/P11940/P60228/P67809/Q15717/Q14011/Q9UK61/P26599/P22626/P05455/Q8TCS8/P35637/Q13546/Q8NC51/Q9Y2V2/P84103/Q9UGR2/P16989/P26358/O14929/P02545/P08670/Q53F19/Q6Y7W6/Q96QK1/Q03252/Q92879/Q9NPI6/P61978/P06748/Q92945/Q7KZF4/P04406/O95071/P62877/P82094/P26368/Q93009/Q9H0D6/Q9UKD2/Q9NQT4/P20810/P13489/Q9BWF3/Q5RKV6/Q14671/Q13263/Q9Y5A9/Q13492/Q96G74/Q96PU8/Q96F86/O75844/O15234/P07305/Q13310/Q6P2E9/P46109/Q9Y6X8/Q99549/Q00839/Q96T58/Q9H2U1/Q6PJT7/P25490/P07814/Q3MIT2/Q12906/O75534/A5YKK6/Q8IUE6/Q13242/Q08209/O14744/P49711/Q9Y4Y9/Q9BXP5/Q9UN36/Q06787/O60506/P38919,98
BP,GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",10/742,11/1817,0.909090909,2.226170056,3.388003251,8.64E-04,0.064653424,0.057874316,Q14103/Q9UPQ9/Q9NZI8/P11940/P67809/Q00839/Q9H2U1/O75534/A5YKK6/O60506,10
BP,GO:2000767,positive regulation of cytoplasmic translation,10/742,11/1817,0.909090909,2.226170056,3.388003251,8.64E-04,0.064653424,0.057874316,Q14103/Q9NZI8/P11940/P67809/P16989/P14618/Q00839/Q9H2U1/O75534/O60506,10
BP,GO:0009605,response to external stimulus,106/742,207/1817,0.512077295,1.253968254,3.224091143,8.81E-04,0.064653424,0.057874316,P10321/P06733/P07900/Q99966/P30419/Q07021/P21333/P10809/O75369/O00571/P48506/O94874/P11142/P27797/P23246/P09211/P68133/P13010/P63104/P33176/Q13546/Q9H3Q1/Q7Z434/P43243/P58546/Q06830/P21964/Q9Y263/P08670/Q53F19/Q13153/Q6Y7W6/Q96QK1/P35232/P22415/P19022/P78527/Q92879/P26641/Q9Y5A7/P04406/Q9UHR5/P61086/Q13445/P82094/P61158/Q4VCS5/Q9NQT4/P60900/P63261/P16949/Q14166/O43747/Q86U42/O95373/O94992/Q00013/Q9BWF3/O95219/P62937/Q14671/Q13263/O00410/Q13451/P62258/Q9Y5A9/P60953/P48643/Q15366/Q96G74/P09874/P51149/O75844/Q15233/O14545/Q02952/P12956/Q9BTV4/Q8WXF1/P46109/O95817/P55084/Q9H2U1/Q9Y6Y0/P31150/P07814/Q14790/P06737/Q15149/Q12906/Q9NR30/P46821/Q12904/P51812/O60828/Q9BT09/Q01804/Q12846/Q9Y4Y9/Q92499/Q06787/O60506/P07437/Q6ZWJ1/Q96K19/Q13177,106
BP,GO:0014070,response to organic cyclic compound,64/742,116/1817,0.551724138,1.351054931,3.245693888,9.01E-04,0.064653424,0.057874316,Q14103/P12270/Q15185/P07900/Q99966/P21333/P48506/O94874/P11142/P04818/Q9Y230/P05023/P62826/P27797/P17844/P27708/P68133/P35221/Q8TCS8/O43306/P14625/Q15029/Q13573/Q7Z434/P26358/P21964/Q04917/Q13153/P04040/Q02790/Q96QK1/P35232/Q99996/P25705/P06748/Q14126/P12004/O95071/P82094/P49321/P07196/P10109/Q13451/P30520/P09874/Q00839/Q9H2U1/O43181/P08047/Q14790/P08195/Q9NR30/A5YKK6/P46821/O14744/O60828/Q9BTK6/O95831/P11413/Q92499/Q14151/P38919/P68036/Q13177,64
BP,GO:0042221,response to chemical,191/742,400/1817,0.4775,1.169295822,3.1845418,9.22E-04,0.064653424,0.057874316,Q14103/P12270/P06733/Q15185/P55072/P07900/P25098/P17812/Q99966/Q07021/Q13144/P21333/P00558/Q04637/P10809/O75369/O00571/P09936/P19338/P07339/P63244/P48506/O94874/P11142/P04818/Q9Y230/P05023/P62826/P27797/P30566/Q9HB71/P17844/P27708/P09211/P67809/O43707/P68133/P63167/P35221/O43768/P13010/P33993/Q8TCS8/P33176/Q13546/Q5JRA6/O43306/P14625/Q14240/Q9H3Q1/Q15029/P84103/Q13573/P16989/Q7Z434/P26358/Q06830/P21964/Q9Y263/P02545/O60883/P08670/P11717/Q04917/Q13153/Q6Y7W6/P14618/P31939/P27824/P04040/Q02790/Q96QK1/P40939/P35232/P22415/P78527/P31948/P46940/Q99996/P25705/Q8WVM8/P06748/Q14126/Q92945/P12004/P31153/Q9Y5A7/P00505/P11021/P04406/Q9HCN8/P30626/O95071/Q12931/P62877/P61086/P30101/P82094/Q6IAA8/P61158/P49321/Q15907/Q4VCS5/O14654/P50542/P07196/P07237/Q9Y696/P63261/P46060/Q14166/P10109/Q96A49/Q86U42/Q00013/P06576/P49327/Q9BWF3/Q15904/P46379/P62937/Q9UEY8/O00410/Q13451/Q9BRK5/P30520/P78318/P49792/Q9Y5A9/Q9Y4L1/P12268/P60953/Q92597/Q15291/Q96G74/P09874/P60604/O14908/Q9NYF8/Q02952/P12956/O43765/P02786/P46109/Q9NW64/P55084/Q00839/Q9H2U1/P16435/O43181/Q96A26/Q16595/P31150/P25490/P07814/P08047/Q14790/Q15149/P08195/Q9NR30/Q96HE7/A5YKK6/P46821/Q13242/Q08209/O14744/P51812/P60468/O60828/P54727/Q9BTK6/Q14694/O95831/Q9Y5X3/Q9UNN5/P11413/Q01804/Q12846/Q92499/Q13438/Q9BXP5/P09960/O60506/Q14151/Q9BVT8/P38919/Q6ZWJ1/Q9NYU2/Q92922/P68036/Q13177,191
BP,GO:0051146,striated muscle cell differentiation,20/742,28/1817,0.714285714,1.749133616,3.318094675,9.53E-04,0.064653424,0.057874316,P27797/P67809/P68133/Q9BYT8/P58546/P02545/Q9H4M9/P19022/P35579/P63261/O75844/Q00839/O60271/P25490/Q15149/Q08209/O75083/P49711/P11413/Q13045,20
BP,GO:0044057,regulation of system process,28/742,43/1817,0.651162791,1.594559017,3.277238383,9.93E-04,0.064653424,0.057874316,P06733/P07900/P25098/P21333/P05023/P10253/P58546/P02545/Q99996/Q14126/P15924/P30626/P08133/O43847/O76003/Q9UEY8/P62258/O95319/Q96PU8/P09874/O75844/P25490/Q14247/O94925/Q08209/P11413/Q06787/P38919,28
BP,GO:0033554,cellular response to stress,155/742,318/1817,0.487421384,1.193591178,3.156850016,0.001039726,0.064653424,0.057874316,P12270/P06733/P55072/Q9NZI8/P07900/Q14676/Q7Z4V5/Q07021/Q13144/P21333/P00558/Q04637/P10809/Q13148/O00571/Q99459/P13667/P63244/O94874/P11142/Q9Y230/P05023/P27797/P23246/P17844/P49459/Q9Y371/Q8N163/P09211/P67809/P63167/P35221/P13010/P33993/P63104/Q8TCS8/P35637/O60934/Q13546/P27694/Q15393/P55957/Q92785/P14625/P22314/P37198/Q13573/P16989/P07954/Q06830/P33991/P21964/P02545/O60883/Q13153/Q6Y7W6/Q53FT3/P27824/P04040/P78527/P29966/Q8WVD3/P29692/Q9Y5K5/Q7Z3K3/Q99615/P61978/P06748/Q13620/P12004/Q7Z6Z7/P11021/Q8N668/Q9HCN8/Q16531/P42285/Q2TAL8/O95071/Q12931/P62877/P30101/Q9UQE7/Q92905/Q93009/P50542/P07196/Q99986/P07237/Q9P287/Q9UJZ1/Q9NVI1/O15027/Q99543/O60664/Q9BWF3/P46379/P62937/Q13263/P78318/P62258/Q9Y4L1/O75663/Q92597/Q15291/P60510/P09874/P60604/Q9NYF8/P49959/O96019/O75844/Q8NFC6/Q15233/Q92616/P12956/O43765/P25205/O95817/Q9H2U1/Q7Z6E9/Q96A26/Q16595/P25490/P08047/Q8TCG1/Q15149/Q96BT7/Q96HE7/Q9BRT9/O76021/Q15084/P46821/Q8TAQ2/P51812/P60468/P54727/Q9BTK6/Q14694/Q9BUA3/O95831/Q9UNN5/P11413/Q01804/Q12846/Q92499/Q13438/Q06787/P43246/Q9BVT8/Q6ZWJ1/Q9NYU2/Q92922/Q9UHD1/Q9NR31/Q13177,155
BP,GO:0006402,mRNA catabolic process,47/742,81/1817,0.580246914,1.420901135,3.218869637,0.001054491,0.064653424,0.057874316,Q14103/Q9UPQ9/Q9NZI8/Q13148/P62495/Q9GZS3/P17844/P11940/P60228/P67809/Q15717/Q14011/P05455/Q8TCS8/P35637/Q8NC51/Q9Y2V2/P16989/P08670/Q6Y7W6/Q92879/Q9NPI6/P06748/Q92945/Q7KZF4/Q9H0D6/Q9UKD2/Q9NQT4/P13489/Q5RKV6/Q14671/Q9Y5A9/Q96PU8/Q96F86/O15234/Q13310/Q6P2E9/Q9Y6X8/Q00839/Q9H2U1/Q6PJT7/O75534/A5YKK6/Q9Y4Y9/Q06787/O60506/P38919,47
BP,GO:1903829,positive regulation of protein localization,46/742,79/1817,0.582278481,1.425876011,3.214603991,0.001074758,0.064653424,0.057874316,P12270/P07900/Q01082/P30419/O75312/P21333/Q04637/Q13148/P63244/P62826/Q9Y371/P63167/P50990/Q99832/P33176/P49368/P37198/Q7Z434/Q96QK1/P17987/P78371/Q7Z6Z7/P30626/O95071/O95486/Q6IAA8/Q9BVP2/Q99986/O95373/Q96AC1/P62937/Q13263/O00410/P62258/P60953/P48643/P09874/P50402/P02786/P46109/O95817/Q9NW64/Q12846/Q9UBE0/P35580/P68036,46
BP,GO:0003008,system process,73/742,136/1817,0.536764706,1.314422467,3.166320051,0.001140794,0.066546315,0.059568731,P06733/P07900/P25098/P21333/P09936/P48506/P05023/P68133/P63104/P10253/O60934/Q05682/O43306/Q14203/P58546/P21964/P02545/O60883/Q6Y7W6/Q96QK1/P08648/Q13371/O75695/Q99996/P60660/Q14BN4/Q01970/Q14126/Q9Y277/P15924/P30626/P82094/P08133/O43847/Q4VCS5/P50542/Q9Y3F4/P07196/O76003/Q86U42/Q96AC1/Q9UHB6/Q9UEY8/P62258/Q13492/P60953/O95319/Q96PU8/P09874/O75844/P50402/Q02952/Q9Y5L4/P02786/Q9BPW8/Q16595/P25490/Q15149/Q5M775/A0AVT1/P04181/Q14247/O94925/Q08209/Q8NBU5/O75083/Q9Y5X3/P11413/Q12846/Q06787/O14773/P38919/Q13177,73
BP,GO:0001649,osteoblast differentiation,22/742,32/1817,0.6875,1.683541105,3.240232381,0.001201916,0.068049681,0.060914465,Q99966/O94874/P17844/P61604/P04040/P35232/Q7KZF4/Q13951/O00299/Q9P2E9/O95373/P06576/P49327/Q96AC1/Q00839/Q00610/Q9NR30/O76021/O75643/Q08209/Q86V81/O60506,22
CC,GO:0030054,cell junction,158/762,329/1854,0.480243161,1.168465644,2.813702974,0.003067312,0.082596389,0.07106904,Q14103/P35080/P55072/Q13813/Q16563/Q9NZI8/Q14676/P25098/Q01082/P62273/Q9P0K7/P21333/Q04637/O75369/P11142/P26373/P05023/P27797/P27348/P27708/P11940/P60228/Q16658/P67809/Q15717/O43707/P35221/P63104/P35637/P33176/Q9Y490/P61247/P14625/P22314/Q14152/Q9H3Q1/P38646/O60841/P16989/P13639/P21964/Q9Y263/P08670/P07197/Q86Y82/P05387/P11717/Q04917/Q9H4M9/O00151/Q13153/P27824/P04040/Q9H307/Q96QK1/P19022/P08648/Q9BTT0/P29966/P46940/P63010/Q99996/P50552/P35579/P61978/Q01970/P06748/Q14126/Q1KMD3/Q9Y277/Q96N67/P11021/P15924/P52565/P30101/O75251/Q92905/P08133/Q4V328/P61158/Q15907/Q4VCS5/Q9Y5X1/P05388/P07196/Q9P2I0/P07237/Q9Y696/P63261/Q10567/Q8TCZ2/P52272/Q13347/O43747/Q96A49/Q96CX2/Q8WUM4/Q00013/O95219/Q15904/Q09666/P07737/Q9P0L0/Q96AC1/P62937/Q9UHB6/Q9UEY8/Q9H2U2/P62258/Q8NEJ9/Q13492/Q9Y4L1/P60953/Q15366/Q92597/Q96PU8/P32969/P51149/O14908/O95197/Q02952/P02786/P46109/P62081/P50570/Q9BPW8/P28838/Q00610/P09497/P31150/Q16513/Q15149/P08195/Q14247/O94925/P46821/Q08209/P46777/O60716/Q8NBU5/Q9UJU6/P51812/O75083/Q12846/P05386/O15371/Q8IUD2/Q8WX93/Q06787/Q9UGI8/Q9BVT8/P38919/P35580/Q12765/P68036/P63220/Q13045/Q13177,158
CC,GO:0005794,Golgi apparatus,88/762,172/1854,0.511627907,1.244826955,2.815232935,0.003297546,0.082596389,0.07106904,P10321/P21333/Q9Y6Y8/P05023/Q9Y371/Q14677/P80303/O60934/Q9BQA1/Q4J6C6/Q96M27/O00469/Q658Y4/Q86Y82/P11717/Q6Y7W6/Q13439/P22415/P17987/P08648/P52292/O75695/P31948/Q99996/O75674/Q9NR09/Q8WVM8/P25398/Q9Y678/Q7Z6Z7/Q13445/P82094/P30533/Q8TD16/Q15907/Q9Y5X1/P50542/Q99986/Q10567/Q5VIR6/O43747/Q96A49/O15027/P49327/O60664/Q15904/Q96SU4/Q9P0L0/O00410/Q14697/Q9BRK5/P48739/Q13492/P60953/P51149/Q9Y3B3/Q9BWQ6/P07305/O43290/O95197/Q9BTV4/P48444/P50570/P28838/Q00610/P09497/Q9H0V9/P31150/Q6P3W7/P06280/P04440/Q96HE7/Q14247/O75534/Q8TBA6/O14744/Q12904/Q14789/Q9UJU6/Q9UNZ2/P53367/Q12846/Q8IUD2/Q9UN36/Q8NF37/O14773/P61019/Q9NR31,88
CC,GO:0043204,perikaryon,10/762,12/1854,0.833333333,2.027559055,2.982335355,0.003480185,0.082596389,0.07106904,O75312/P21333/P63244/P11142/Q6Y7W6/Q96A49/Q9H2U1/P46821/Q9UJU6/Q06787,10
BP,GO:0032880,regulation of protein localization,79/742,150/1817,0.526666667,1.289694519,3.076619237,0.001502237,0.082623012,0.073959738,P12270/P55072/P07900/Q01082/P30419/O75312/Q9BVL2/P21333/Q04637/Q13148/P07339/P63244/O94874/P11142/P62826/Q9Y371/P63167/P35221/O43768/P63104/P50990/Q99832/P33176/P49368/Q14C86/P37198/Q7Z434/P02545/Q96QK1/P17987/P19022/P78371/P20290/Q8WVM8/Q7Z6Z7/Q8N668/P30626/P52565/O95071/O95486/Q6IAA8/Q96KC8/Q4V328/Q7Z3B4/Q93009/Q15907/Q9BVP2/Q99986/P46060/O95373/Q96AC1/P62937/Q13263/O00410/P62258/Q8NEJ9/Q13492/P60953/P48643/P09874/P60604/P50402/P02786/P46109/O95817/Q9NW64/Q00610/P31150/O76021/O15381/Q08209/Q9UNZ2/P53367/Q12846/Q9UBE0/Q13438/Q6ZWJ1/P35580/P68036,79
BP,GO:0141188,nucleic acid catabolic process,55/742,99/1817,0.555555556,1.360437257,3.06331273,0.001681025,0.089052912,0.079715443,Q14103/Q9UPQ9/Q9NZI8/O75312/Q13148/P62495/Q9GZS3/P17844/P11940/P60228/P67809/Q15717/Q14011/P05455/Q8TCS8/P35637/Q8NC51/Q9Y2V2/Q9BQ52/P16989/P08670/Q6Y7W6/Q92879/O00273/Q9NPI6/P06748/Q92945/Q7KZF4/P42285/Q9H0D6/Q9UKD2/Q9NQT4/P13489/Q9H814/Q5RKV6/Q14671/Q9Y5A9/Q96PU8/Q96F86/Q12849/O15234/Q13310/Q6P2E9/Q9Y6X8/Q00839/Q9H2U1/Q6PJT7/O75534/A5YKK6/O95831/Q9Y4Y9/Q06787/P42704/O60506/P38919,55
BP,GO:0032206,positive regulation of telomere maintenance,19/742,27/1817,0.703703704,1.723220525,3.144718331,0.001711666,0.089052912,0.079715443,Q14103/Q15185/P07900/Q9Y230/P50990/Q99832/P22626/O60934/P49368/P17987/P78371/Q9Y5K5/Q9BVP2/P48643/P49959/O96019/Q9H2U1/P25490/O15381,19
MF,GO:0008187,poly-pyrimidine tract binding,10/762,12/1862,0.833333333,2.036307962,2.996732122,0.003350035,0.090450936,0.085446229,Q4VXU2/P11940/P26599/P05455/Q8TCS8/P31943/P26368/Q13310/Q00839/Q06787,10
BP,GO:0006401,RNA catabolic process,53/742,95/1817,0.557894737,1.366165414,3.044936162,0.001794994,0.090930637,0.081396283,Q14103/Q9UPQ9/Q9NZI8/O75312/Q13148/P62495/Q9GZS3/P17844/P11940/P60228/P67809/Q15717/Q14011/P05455/Q8TCS8/P35637/Q8NC51/Q9Y2V2/Q9BQ52/P16989/P08670/Q6Y7W6/Q92879/Q9NPI6/P06748/Q92945/Q7KZF4/P42285/Q9H0D6/Q9UKD2/Q9NQT4/P13489/Q9H814/Q5RKV6/Q14671/Q9Y5A9/Q96PU8/Q96F86/Q12849/O15234/Q13310/Q6P2E9/Q9Y6X8/Q00839/Q9H2U1/Q6PJT7/O75534/A5YKK6/Q9Y4Y9/Q06787/P42704/O60506/P38919,53
BP,GO:0090316,positive regulation of intracellular protein transport,15/742,20/1817,0.75,1.836590296,3.124707896,0.001963501,0.096916418,0.086754436,P12270/P07900/O75312/P21333/Q13148/P62826/Q7Z434/O95071/Q13263/O00410/P62258/P60953/P50402/O95817/Q9NW64,15
BP,GO:0009607,response to biotic stimulus,86/742,167/1817,0.51497006,1.26105202,2.94034956,0.002270359,0.106999016,0.095779844,P10321/P06733/P07900/Q99966/Q07021/P10809/O75369/O00571/O94874/P11142/P27797/P23246/P09211/P13010/P63104/P33176/Q9H3Q1/Q7Z434/P43243/Q06830/Q9Y263/P08670/Q53F19/Q13153/Q6Y7W6/P35232/P78527/P26641/Q9Y5A7/P11021/P04406/Q9UHR5/P61086/Q13445/P82094/P61158/Q9NQT4/P63261/P16949/Q14166/O43747/Q86U42/O95373/O94992/Q14671/Q13263/O00410/Q13451/P62258/Q9Y5A9/P60953/P48643/Q15366/Q96G74/P09874/P51149/O75844/Q15233/O14545/Q02952/P12956/Q9BTV4/Q8WXF1/P55084/Q9H2U1/Q9Y6Y0/P31150/P07814/Q14790/P06737/Q12906/Q9NR30/Q12904/P51812/O60828/Q9BT09/Q01804/Q12846/Q9Y4Y9/Q92499/Q06787/O60506/P07437/Q6ZWJ1/Q96K19/Q13177,86
BP,GO:0048583,regulation of response to stimulus,189/742,401/1817,0.471321696,1.154166471,2.904598658,0.00227894,0.106999016,0.095779844,P10321/P12270/P06733/P55072/P07900/P25098/Q01082/Q99966/Q7Z4V5/P30419/Q07021/Q13144/P21333/Q04637/P10809/O00571/P09936/P19338/P07339/Q7Z401/P63244/P48506/O94874/P11142/Q9Y230/P27797/P23246/P17844/Q8N163/P09211/O43707/P35221/P13010/P63104/P26599/Q8IWX8/P35637/O60934/Q13546/Q15393/O14641/P55957/Q92785/Q14152/P37198/Q13573/P16989/Q7Z434/P43243/P07954/P58546/Q06830/P02545/O60883/Q13153/Q6Y7W6/P04040/Q96QK1/P35232/P22415/P19022/P08648/P78527/Q92879/Q13371/P46940/Q9Y6G9/Q9NR09/Q9Y5K5/Q14BN4/Q99615/P61978/P06748/P25398/P12004/P31153/Q96N67/P11021/P04406/Q9BRG1/P52565/O95071/Q12931/P62877/P61086/P30101/Q6IAA8/Q92905/P30533/Q93009/Q4VCS5/Q9Y3F4/P60900/P07237/P63261/P16949/Q9UJZ1/Q14166/O43747/O76003/Q96CX2/O94992/Q00013/Q99543/Q9BWF3/O95219/P46379/Q5RKV6/Q9P0L0/Q96AC1/P62937/Q14671/Q13263/O00410/P78318/Q5H9R7/P62258/Q9Y5A9/Q13492/Q9Y4L1/P60953/Q15366/Q96G74/Q8N1F7/P60510/P09874/Q9ULF5/P51149/O14908/Q9NYF8/P49959/O96019/O75844/Q15233/Q9C0C9/O14545/P50402/Q02952/P61289/P12956/O43765/P11047/Q8WXF1/P46087/P02786/P46109/P62081/Q9H2U1/Q9Y6Y0/Q16595/O60271/P31150/P25490/Q6P3W7/P08047/Q14790/Q9NR30/P04440/Q14247/A5YKK6/Q8TAQ2/Q08209/P46777/Q96C57/O14744/O60716/P51812/O60828/Q9BTK6/Q14694/Q8IZ21/Q9Y5X3/Q9UNN5/P11413/Q01804/Q12846/Q9UPN7/Q99584/Q92499/Q9UN36/P43246/Q14151/P38919/Q6IA86/Q96K19/Q92922/Q9UHD1/Q9NR31/Q13177,189
